

"DOTA_Tooltip_ability_nil_skill_2"	"------AI技能-------"
"DOTA_Tooltip_ability_creeps_spell_Thorns_Lore"	"有的人抵挡住了魅惑魔女的美丽向其发出了攻击，殊不知还有第二道防线。"
"DOTA_Tooltip_ability_creeps_spell_Thorns_Note0"	"额外的说明：返还的伤害视为反甲伤害。<br>状态叠加间隔为1秒。"
"DOTA_Tooltip_ability_creeps_spell_Power_Core"	"能量源"
"DOTA_Tooltip_ability_creeps_spell_Power_Core_Description"	"<font color=\"#d9534f\">仅不可能难度下激活</font>&nbsp;<br>对周围2700范围内友军附加一个状态，使其攻击速度提升80%%，魔法恢复速率增加100%%，技能冷却时间减少40%%。离自己越远加成越少。<br>但是，如果元素体离开自己超过2700距离，将为进入狂暴状态，免疫魔法且增加100攻击速度，200移动速度。"
"DOTA_Tooltip_ability_creeps_spell_Power_Core_Lore"	"能量核心散发着无尽的能量，吸引着元素。"
"DOTA_Tooltip_ability_creeps_spell_Power_Core_Note0"	"额外的说明："


"DOTA_Tooltip_ability_creeps_spell_Magnetize_Note0"	"额外的说明："
"DOTA_Tooltip_ability_nevermore_Dark_Lord_bonus_life_steal"	"%伤害吸血："



"DOTA_Tooltip_ability_nevermore_challenge_dark_lord"	"零式·魔王降临"
"DOTA_Tooltip_ability_nevermore_challenge_dark_lord_Description"	"降低周围%radius%范围内的敌人%armor_down%% 护甲。"
"DOTA_Tooltip_ability_nevermore_challenge_dark_lord_Lore"	"即使只是在影魔周围游荡，灵魂也会被侵蚀。"

"DOTA_Tooltip_ability_nevermore_challenge_Shadowraze"	"零式·毁灭阴影-Z"
"DOTA_Tooltip_ability_nevermore_challenge_Shadowraze_Description"	"聚集阴影，在短暂的延迟后轰击一条直线的目标。被击中的目标在%duration%秒内对影魔造成的伤害降低%outgoing_down%% 。\n<font color=\"#606060\">魔法免疫的单位只会受到半额伤害；<br>沉默不会封禁此技能，但会使其无法施加伤害降低状态。</font>"
"DOTA_Tooltip_ability_nevermore_challenge_Shadowraze_Lore"	"奈文摩尔标志性的灵魂收割手段。"
"DOTA_Tooltip_ability_nevermore_challenge_Shadowraze_damage"	"伤害：全额攻击力*"
"DOTA_Tooltip_nevermore_challenge_Shadowraze_debuff"	"伤害降低"
"DOTA_Tooltip_nevermore_challenge_Shadowraze_debuff_Description"	"对影魔造成的伤害降低"

"DOTA_Tooltip_ability_nevermore_challenge_necromastery"	"零式·支配死灵"
"DOTA_Tooltip_ability_nevermore_challenge_necromastery_Description"	"击杀敌人后获得灵魂，击杀非英雄和英雄单位获取的灵魂数量会有所不同。\n<h1>被动：灵魂收藏家</h1>每个灵魂提供%kill_attack%% 攻击力、%kill_range%% 攻击距离和%kill_model%% 体型大小。\n<font color=\"#606060\">破坏这个被动后，非英雄单位不再提供灵魂；<br>破坏这个被动后，英雄单位提供的灵魂数降低至20%%。</font>"
"DOTA_Tooltip_ability_nevermore_challenge_necromastery_Lore"	"被收割的亡灵在魂渊内外盘旋，增加了影魔的力量，也方便了他扩大自己的灵魂收藏。"
"DOTA_Tooltip_ability_nevermore_challenge_necromastery_kill_hero" "击杀英雄获得灵魂："
"DOTA_Tooltip_ability_nevermore_challenge_necromastery_kill_basic" "击杀非英雄获得灵魂："
"DOTA_Tooltip_modifier_nevermore_challenge_necromastery"	"灵魂收藏家"
"DOTA_Tooltip_modifier_nevermore_challenge_necromastery_Description"	"攻击力、攻击距离和体型增加"

"DOTA_Tooltip_ability_nevermore_challenge_finally_attack"	"零式·魂之挽歌"
"DOTA_Tooltip_ability_nevermore_challenge_finally_attack_Description"	"魂之挽歌具有初始%limit_time%秒冷却时间，冷却完成后，影魔瞬移到地图中心，以%final_interval%秒的间隔对所有敌人造成伤害，直至死亡。\n<font color=\"#606060\">魔法免疫的单位只会受到半额伤害。</font>"
"DOTA_Tooltip_ability_nevermore_challenge_finally_attack_Lore"	"这些灵魂告诉我，你们的旅途终止了。"
"DOTA_Tooltip_ability_nevermore_challenge_finally_attack_final_damage"	"伤害：全额攻击力*"
"DOTA_Tooltip_modifier_nevermore_challenge_finally_attack_check"	"魂之挽歌发动倒计时"

"DOTA_Tooltip_ability_nevermore_challenge_get_up"	"零式·毁灭阴影-X"
"DOTA_Tooltip_ability_nevermore_challenge_get_up_Description"	"<h1>多人模式：毁灭阴影-X</h1>生命值低于一半时生效，冷却完成时，随机点名一位玩家，在%time%秒后对其造成其%hp_damage%% 最大生命值的无视减伤的伤害。<br><br>如果结束时其周围%radius%范围内有其他玩家，那么造成的伤害会根据人数降低且不致死。<br><br>分摊完成后，参与分摊的所有玩家对影魔造成的伤害增加%outgoing_after%% ，持续%duration%秒。\n<font color=\"#606060\">无敌状态的玩家不会参与分摊，亦不会获得伤害增加。</font>"
"DOTA_Tooltip_ability_nevermore_challenge_get_up_Lore"	"在孤独的阴影里面，不会留下你的痕迹。"
"DOTA_Tooltip_modifier_nevermore_challenge_get_up_active"	"毁灭阴影-X点名预定"
"DOTA_Tooltip_modifier_nevermore_challenge_get_up_active_Description"	"即将受到巨量伤害，快找人分摊！"
"DOTA_Tooltip_modifier_nevermore_challenge_get_up_after"	"劫后余生"
"DOTA_Tooltip_modifier_nevermore_challenge_get_up_after_Description"	"对影魔造成的伤害提高"

"DOTA_Tooltip_ability_slark_challenge_pounce"	"突袭"
"DOTA_Tooltip_ability_slark_challenge_pounce_Description"	"斯拉克搜寻1500范围内最弱小的敌人，如果该单位位于自身300范围之外，向其所在方向跳跃，如果目标被斯拉克触碰到会被束缚，只能在斯拉克着地点附近的300范围内移动，持续7秒。"
"DOTA_Tooltip_ability_slark_challenge_pounce_Lore"	"在暗黑之礁的服刑期间，斯拉克成长为危险的刺客；举止凶残，无所畏惧。"
"DOTA_Tooltip_ability_slark_challenge_pounce_Note0"	"额外的说明："
"DOTA_Tooltip_ability_slark_challenge_pounce_bonus_attack_speed"	"增加攻速："
"DOTA_Tooltip_ability_slark_challenge_pounce_bonus_HPRegenAmplify_Percentage"	"%每秒最大生命值恢复："
"DOTA_Tooltip_ability_slark_challenge_pounce_duration"	"持续时间："
"DOTA_Tooltip_ability_slark_challenge_pounce_radius"	"限制范围："
"DOTA_Tooltip_ability_slark_challenge_essence_shift"	"能量转移"
"DOTA_Tooltip_ability_slark_challenge_essence_shift_Description"	"每次攻击汲取目标1点全属性，并转化为自身永久1%%的攻击速度加成，负面状态持续1分钟。"
"DOTA_Tooltip_ability_slark_challenge_essence_shift_Lore"	"对敌人每攻击一次，斯拉克对他们的弱点就多了解一分。"

"DOTA_Tooltip_ability_slark_challenge_shadow_dance"	"暗影之舞"
"DOTA_Tooltip_ability_slark_challenge_shadow_dance_Description"	"斯拉克将自己藏进暗影之云，变成隐身状态，不会被反隐手段发现。攻击、施法、使用物品都不会使斯拉克显形。<br><br>生命值低于10%%时进入隐身，每秒恢复最大生命值的1%%，但最多总共只能隐身25秒。"
"DOTA_Tooltip_ability_slark_challenge_shadow_dance_Lore"	"秘而不宣的第十三个逃犯是个浑身滑溜的敌人。"




"DOTA_Tooltip_ability_creeps_spell_Wave31"	"形态转变"
"DOTA_Tooltip_ability_creeps_spell_Wave31_Description"	"<font color=\"#5bc0de\">·常态：状态抗性提升30%%。</font><br><font color=\"#337ab7\"><br></font><br><font color=\"#337ab7\">·第二阶段：低于60%%后释放【两极反转·质引】，将所有英雄单位与2000范围内的普通单位转移到自身脚下，固定眩晕2秒，如果3秒后单位仍然在自身500范围以内，将造成10秒眩晕，且眩晕期间受到伤害提升50%%。释放期间免疫所有伤害。<br>变换完成后：</font><font color=\"#337ab7\"><br>--状态抗性提升至50%%。</font><br><font color=\"#337ab7\">--激活技能【</font>两极反转·折跃】<br><font color=\"#f0ad4e\"><br></font><br><font color=\"#f0ad4e\">·第三阶段（仅困难难度及以上）：血量低于30%%后释放【两级反转·反相】， 持续15秒，将不断在英雄脚下释放小型两极反转，如果单位在小型两极反转释放完成时没有逃逸区域，叠加一层【物质吸引】，每层将额外受到5%%伤害，同时与友军单位相接近900距离时被对方牵引，牵引速度为层数*50。施法期间免疫所有伤害。<br>施法结束后：<br>--状态抗性提升至80%%，攻击力提升40%%。</font><br><font color=\"#f0ad4e\">--激活技能【两级反转·世界重铸】<br></font><br><font color=\"#d9534f\">·地狱技能（仅不可能难度）：激活技能【三重震荡波】</font>"
"DOTA_Tooltip_ability_creeps_spell_Wave31_Lore"	"对于任何一个强者而言，溢出的能量便使得周围的弱者受到影响，因此他们会抑制自身的能力，同时又使得自身变得更强大。<br>毁天灭地并非只有卡尔能够施展，马格纳斯的两极反转之力也可以达到类似的效果，而且破坏性更强。"
"DOTA_Tooltip_ability_creeps_spell_shockwave"	"震荡波"
"DOTA_Tooltip_ability_creeps_spell_shockwave_Description"	"放出一道能量波，对一条直线上的敌方单位造成伤害，并将他们朝自身牵引，同时受到减速效果。<br>三重震荡波（仅不可能难度激活）：增加额外两道震荡波且伤害可叠加"
"DOTA_Tooltip_ability_creeps_spell_shockwave_Lore"	"引导杰尔拉克山体里的回响。"
"DOTA_Tooltip_ability_creeps_spell_shockwave_damage"	"伤害攻击力倍数："
"DOTA_Tooltip_ability_creeps_spell_shockwave_bonus"	"%生命攻击力奖励："
"DOTA_Tooltip_ability_creeps_spell_shockwave_bonua_attack_speed"	"攻击速度奖励："
"DOTA_Tooltip_ability_creeps_spell_skewer"	"巨角冲撞"
"DOTA_Tooltip_ability_creeps_spell_skewer_Description"	"马格纳斯向前冲刺，用他巨大的犀角将敌人挑起。被击中的单位将被拽至终点，然后受到伤害，并且移动速度和攻击速度被降低。"
"DOTA_Tooltip_ability_creeps_spell_skewer_Lore"	"对潜在的商人来说，半人犀牛的犀角价值与犀角能够造成的破坏成正比。"
"DOTA_Tooltip_ability_creeps_spell_skewer_damage"	"伤害攻击力倍数："
"DOTA_Tooltip_ability_creeps_spell_skewer_bonus"	"%生命攻击力奖励："
"DOTA_Tooltip_ability_creeps_spell_skewer_bonua_attack_speed"	"攻击速度奖励："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity"	"两极反转·折跃"
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_Description"	"当最为弱小的敌方英雄位于1000范围以外时，马格纳斯改变物质的属性，将自身拖拽到目标位置，并且将释放一次巨角冲撞。"
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_Lore"	"与其将所有敌人聚集到一起，分而治之未尝不是一种好方法。"
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_damage"	"伤害攻击力倍数："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_bonus"	"%生命攻击力奖励："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_bonua_attack_speed"	"攻击速度奖励："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild"	"两极反转·世界重铸"
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild_Lore"	"马格纳斯的愤怒将引起杰尔拉克山的喷发，诱使世界被重新铸造。"
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild_damage"	"伤害攻击力倍数："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild_bonus"	"%生命攻击力奖励："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild_bonua_attack_speed"	"攻击速度奖励："
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild_Description"	"马格纳斯改变物质的属性，引发杰尔拉克山的喷发，每2.5秒将在每名英雄所在位置的400距离内随机产生5柱烈焰，在1.5秒后降落，对范围内的敌人造成攻击力*1的魔法伤害，伤害可以叠加。释放技能后共引发6次，施法期间无法移动，但免疫95%%的伤害。"
"DOTA_Tooltip_ability_creeps_spell_reverse_polarity_rebuild_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_skewer_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_skewer_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_shockwave_movement_slow"	"%移速减缓："
"DOTA_Tooltip_ability_creeps_spell_shockwave_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_shockwave_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_shockwave_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_skewer_ms_slow"	"%移速减缓："
"DOTA_Tooltip_ability_creeps_spell_skewer_as_slow"	"攻速减缓："
"DOTA_Tooltip_ability_creeps_spell_skewer_duration"	"持续时间："

"DOTA_Tooltip_ability_creeps_spell_Energy_ray"	"能量射线"
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_Description"	"蓄能0.5秒后，从口中发出能量射线，持续2.2秒，可以持续性造成大量伤害，被能量射线击中的敌人将陷入被动破坏状态且沉默。射线的方向会随着时间变动，距离则会越来越长。释放技能期间提升150%%状态抗性，免疫魔法，并免疫80%%伤害。"
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_Lore"	"脑虫身上的瘤块是储存能量的地方，当需要的时候能量将由身体各处汇聚到头部，可以聚焦发出一道能量射线。"
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_damage"	"每0.1秒攻击力伤害乘数："
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_damage_index"	"太虚印记智力乘数："
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_slow"	"%移动速度减缓："
"DOTA_Tooltip_ability_creeps_spell_Energy_ray_distance"	"距离："
"DOTA_Tooltip_ability_creeps_spell_Brain_worm_Brain_control"	"脑波控制"
"DOTA_Tooltip_ability_creeps_spell_Brain_worm_Brain_control_Description"	"有20%%几率无视任意伤害，抑或对敌人额外造成50%%伤害，且每失去1%%生命值，触发几率提升0.6%%。"
"DOTA_Tooltip_ability_creeps_spell_Brain_worm_Brain_control_Lore"	"脑虫可以控制敌人的脑波，使自身的真实位置与敌人感受到的位置错开，从而发动出其不意的攻击，抑或躲避敌人的攻击。"

"DOTA_Tooltip_ability_creeps_spell_Jump"	"跳跃"
"DOTA_Tooltip_ability_creeps_spell_Jump_Description"	"脑虫每隔一段时间会跳跃到一个随机位置，对起点与落点周围700范围的敌人造成伤害与减速，随后进入炮塔模式，激活技能【酸液弹】，持续10秒，跳跃时无敌。"
"DOTA_Tooltip_ability_creeps_spell_Jump_Lore"	"健壮的触手可以一瞬间撑起巨大的身姿，进行跳跃。"
"DOTA_Tooltip_ability_creeps_spell_Jump_damage"	"攻击力伤害乘数："
"DOTA_Tooltip_ability_creeps_spell_Jump_damage_index"	"太虚印记智力乘数："
"DOTA_Tooltip_ability_creeps_spell_Jump_slow"	"%移动速度减缓："
"DOTA_Tooltip_ability_creeps_spell_Jump_distance"	"距离："

"DOTA_Tooltip_ability_creeps_spell_Jump_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb"	"酸液弹"
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_Description"	"向随机一个英雄所在地点周围吐出一团酸液团，命中后造成伤害，且创造一片酸液池，持续10秒，对于在内的敌人将造成持续伤害且沉默与破坏被动，并施加减速。"
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_Lore"	"储存在脑虫胃部的酸液，跟空气接触后会迅速膨胀，形成一块软体，可以破坏敌人身体的表面组织。"
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_damage"	"命中攻击力伤害乘数："
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_damage_delay"	"每秒持续伤害："
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_Acid_bomb_slow"	"%移动速度减缓："
"DOTA_Tooltip_ability_creeps_spell_Wave32"	"形态转变"
"DOTA_Tooltip_ability_creeps_spell_Wave32_Description"	"<font color=\"#5bc0de\">·常态：状态抗性提升30%%。</font><br><font color=\"#337ab7\"><br></font><br><font color=\"#337ab7\">·第二阶段：低于60%%后释放【大幻境】，此后每隔5秒会在自身所在区域释放一个小型幻境区域，环境将不断扩展范围，直到持续140秒或单位死亡，可以迷惑玩家的视线。<br>变换完成后：</font><font color=\"#337ab7\"><br>--状态抗性提升至50%%。</font><br><font color=\"#337ab7\">--激活技能【</font>跳跃】【酸液弹】<br><font color=\"#f0ad4e\"><br></font><br><font color=\"#f0ad4e\">·第三阶段（仅困难难度及以上）：血量低于30%%后释放【潜影】，初次隐身10秒，期间无法被任何手段侦测，但可以被伤害，往后每隔20秒将隐身3秒，隐身期间攻击速度提升100。<br>施法结束后：<br>--状态抗性提升至80%%，攻击力提升40%%。</font><br><font color=\"#f0ad4e\">--激活技能【幻形】<br></font><br><font color=\"#d9534f\">·地狱技能（仅不可能难度）：激活技能【脑波控制】</font>"
"DOTA_Tooltip_ability_creeps_spell_Wave32_Lore"	"脑虫是一类强盛的物种，其生长阶段分为四个阶段，分别为幼体，蜕化体，成虫，母虫。在幼年时期，脑虫会潜伏在生物的大脑中，这会使这个单位失去法术使用的能力，且大部分常驻能力提升效果失效。当它们成长到一定程度便会离开宿主，并寻找一个安全的地点进行蜕变，这个阶段为蜕化体。处于蜕化体的脑虫虽然没有攻击性，但是防御力十分强大，一般的攻击并不能破开他们的护甲。到了成虫阶段，即使最为弱小的脑虫对于一个人类来讲也十分巨大，触手长度起码可以达到20米。这个阶段的脑虫攻击性也十分强，漫长的成长使它们具有了强力的毒性，并且极其擅长操控生物的大脑。据说一只普通的脑虫都可以毁灭一个王国。"
"DOTA_Tooltip_ability_creeps_spell_Boggart"	"幻形"
"DOTA_Tooltip_ability_creeps_spell_Boggart_Description"	"创造一个自身的幻象，拥有与自身相同的战斗能力，但不会释放技能。当本体位于幻象500范围内时，将隐藏身姿。幻象受到最大生命值10%%伤害后将消失。"
"DOTA_Tooltip_ability_creeps_spell_Boggart_Lore"	"每只脑虫成体都具有的能力，其要旨在于操控敌人的大脑，使其误以为多出了一个身形，也算是脑波控制的一个运用了。"
"DOTA_Tooltip_ability_creeps_spell_Boggart_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_Boggart_damage"	"攻击力伤害乘数："
"DOTA_Tooltip_ability_creeps_spell_Boggart_slow"	"%移动速度减缓："

"DOTA_Tooltip_ability_enigma_challenge_split"	"残余增殖"
"DOTA_Tooltip_ability_enigma_challenge_split_Description"	"每经过15次攻击，将分裂出一个自身的的碎片，继承50%%的属性与全部技能，但小型谜团初始没有魔法且需要进行30次攻击分裂。"
"DOTA_Tooltip_ability_enigma_challenge_split_Lore"	"谜团具备将自身的形体吸入另一个维度的那个能力。"

"DOTA_Tooltip_ability_enigma_challenge_Black_Hole"	"黑洞"
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_Description"	"持续施法-召唤一个强引力漩涡吸引大范围的敌人，施加控制并伤害区域内的敌人。"
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_Lore"	"世界的一切都会坍缩于此毁天灭地的奇点。"
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_intelligence_index"	"攻击力乘数："
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_radius"	"作用范围："
"DOTA_Tooltip_ability_enigma_challenge_Black_Hole_duration"	"持续时间："

"DOTA_Tooltip_ability_wolf_challenge_assimilation"	"同化"
"DOTA_Tooltip_ability_wolf_challenge_assimilation_Description"	"500范围内的友军将被同化为血狼，提升50%%移动速度与攻击速度。"
"DOTA_Tooltip_ability_wolf_challenge_assimilation_Lore"	"狼王的荷尔蒙将使其周边的生物变为他的眷属。"

"DOTA_Tooltip_ability_wolf_challenge_Primitive_fear"	"原始恐惧"
"DOTA_Tooltip_ability_wolf_challenge_Primitive_fear_Description"	"700范围内的敌人造成伤害减少25%%，受到伤害提升35%%。"
"DOTA_Tooltip_ability_wolf_challenge_Primitive_fear_Lore"	"狼王散发出持续的恐惧，弱化了周围的敌人。"
"DOTA_Tooltip_ability_wolf_challenge_claw_lunge"	"血怒冲撞"
"DOTA_Tooltip_ability_wolf_challenge_claw_lunge_Description"	"1.4秒后对一个方向进行猛冲，对沿途敌人造成攻击力*7的伤害。"

"DOTA_Tooltip_ability_wolf_challenge_claw_lunge_Lore"	"狼王的狂怒将体现在被他踏在脚下的尸体上。"

"DOTA_Tooltip_ability_creeps_spell_Gain_Base_CHANLLENGE_DIFFICULTY"	"试炼"
"DOTA_Tooltip_ability_creeps_spell_Gain_Base_CHANLLENGE_DIFFICULTY_bonus_damage"	"%伤害增加："
"DOTA_Tooltip_ability_creeps_spell_Gain_Base_CHANLLENGE_DIFFICULTY_bonus_damage_reduce"	"%受到伤害减免："






"DOTA_Tooltip_ability_creeps_spell_fire_link"	"火焰本源"
"DOTA_Tooltip_ability_creeps_spell_fire_link_Description"	"莉娜与斯莱瑞克共同出现，骑在斯莱瑞克之上时，莉娜可以发动攻击，而不会受到任何伤害。"
"DOTA_Tooltip_ability_creeps_spell_fire_link_Lore"	"同为火焰的本源，莉娜与火焰之父皆可引导烧毁一切的烈焰。"
"DOTA_Tooltip_ability_creeps_spell_dracarys"	"龙焰"
"DOTA_Tooltip_ability_creeps_spell_dracarys_Description"	"斯莱瑞克受到最大生命值一定的伤害后会对周围释放一次强烈的火焰冲击，造成伤害并减速，随后提升飞行高度，进入无敌状态3秒，状态持续期间不会进行普通攻击或释放技能，而转为对地面释放龙息。<br><br>斯莱瑞克将专注于随机一个英雄单位，在其上空施放龙息，龙息的准心将朝离其最近的单位移动。"
"DOTA_Tooltip_ability_creeps_spell_dracarys_Lore"	"龙焰分为两种，一种为飞龙口腔中的腺体分泌出的化学物质接触到空气时自然，同时飞龙有着极高的肺活量，可以将腺体吹到远处。另外一种则是由魔法构造的火焰，与化学火焰相比有着需要耗费大量魔力的缺点，但同时威力更加强大。通常大部分飞龙都掌握吐出这两种龙焰的技能，并根据实际需要使用。"

"DOTA_Tooltip_ability_creeps_spell_dracarys_damage_index"	"每0.1秒攻击力伤害乘数："
"DOTA_Tooltip_ability_creeps_spell_dracarys_radius"	"伤害范围："
"DOTA_Tooltip_ability_creeps_spell_dracarys_health"	"%受到伤害需求："
"DOTA_Tooltip_ability_creeps_spell_dracarys_radius2"	"火焰冲击作用范围："
"DOTA_Tooltip_ability_creeps_spell_dracarys_damage_index2"	"火焰冲击伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_dracarys_duration"	"减速持续时间："
"DOTA_Tooltip_ability_creeps_spell_dracarys_move_slow"	"%移速减缓："
"DOTA_Tooltip_ability_creeps_spell_dragon_slave"	"龙破斩"
"DOTA_Tooltip_ability_creeps_spell_dragon_slave_Description"	"引导龙的吐息，放出一波火焰，烧焦所有波及的敌人。"
"DOTA_Tooltip_ability_creeps_spell_dragon_slave_Lore"	"在纷争之国的荒焦之地，为了娱乐，莉娜学会了操纵沙漠龙的火焰吐息。"
"DOTA_Tooltip_ability_creeps_spell_dragon_slave_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_dragon_slave_damage"	"基础伤害："
"DOTA_Tooltip_ability_creeps_spell_dragon_slave_bonus_damage"	"伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_dragon_slave_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_light_strike_array"	"光击阵"
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_Description"	"召唤柱状火焰伤害冰眩晕敌人。"
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_Lore"	"莉娜的精华让她能够集中太阳的能量，随时让空气燃烧。"
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_damage"	"基础伤害："
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_bonus_damage"	"伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_light_strike_array_duration"	"眩晕时间："
"DOTA_Tooltip_ability_creeps_spell_fiery_soul"	"炽魂"
"DOTA_Tooltip_ability_creeps_spell_fiery_soul_Description"	"每次施法都会提升攻击速度与移动速度。可以叠加，持续15秒。"
"DOTA_Tooltip_ability_creeps_spell_fiery_soul_Lore"	"舞动的火焰体现了莉娜爱玩的天性，展示了她真实炙热的自我。"
"DOTA_Tooltip_ability_creeps_spell_fiery_soul_max_stack"	"最大叠加数："
"DOTA_Tooltip_ability_creeps_spell_fiery_soul_bonus_attack_speed"	"攻击速度提升："
"DOTA_Tooltip_ability_creeps_spell_fiery_soul_bonus_move_speed"	"%移动速度提升："
"DOTA_Tooltip_ability_creeps_spell_laguna_blade"	"神灭斩"
"DOTA_Tooltip_ability_creeps_spell_laguna_blade_Description"	"在延迟0.7秒后，对一个方向射出闪电，将路径上的敌人化为乌有。"
"DOTA_Tooltip_ability_creeps_spell_laguna_blade_Lore"	"莉娜身边的空气变得极度炙热，产生白热的闪电来灼烧过于接近的敌人。"
"DOTA_Tooltip_ability_creeps_spell_laguna_blade_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_laguna_blade_damage"	"基础伤害："
"DOTA_Tooltip_ability_creeps_spell_laguna_blade_bonus_damage"	"伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_laguna_blade_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood"	"龙之血"
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_Description"	"<font color=\"#d9534f\">第二阶段后激活</font>&nbsp;<br>如果在50秒内受到大于生命值20%%的伤害，那么将发动一次火焰冲击，进入无敌状态0.5秒，击退周围敌人且施加攻击力300%%的伤害，并治疗的形式恢复受到伤害的70%%。"
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_Lore"	"斯莱瑞克身为上古巨龙，拥有极高的再生速度。"

"DOTA_Tooltip_ability_creeps_spell_dragon_blood_health"	"%受到伤害需求："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_radius"	"伤害范围："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_damage_index"	"每0.1秒攻击力伤害乘数："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_radius2"	"火焰冲击作用范围："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_damage_index2"	"火焰冲击伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_move_slow"	"%移速减缓："
"DOTA_Tooltip_ability_creeps_spell_dragon_blood_duration"	"减速持续时间："
"DOTA_Tooltip_ability_creeps_spell_source_fire"	"始源之火"
"DOTA_Tooltip_ability_creeps_spell_source_fire_Description"	"以一个点为中心制造出烈焰持续烧灼，烈焰将持续存在直到斯莱瑞克死亡。同时烈焰的的伤害每2秒将提高1%%。"
"DOTA_Tooltip_ability_creeps_spell_source_fire_Lore"	"每只上古巨龙都掌握独特的始源魔法，作为火焰之父的斯莱瑞克则拥有不让火焰熄灭的力量。"
"DOTA_Tooltip_ability_creeps_spell_source_fire_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_source_fire_damage"	"基础伤害："
"DOTA_Tooltip_ability_creeps_spell_source_fire_bonus_damage"	"伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_source_fire_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_source_fire_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_breathe_fire"	"火焰气息"
